Organisation,Department,Laboratory,Organisation Type,EURAXESS offer ID,Posting date,Title,Duration,Status,Number of positions available,Research Field,Type of Contract,Reference Number,EU Research Framework Programme
Friedrich-Alexander-University Erlangen-Nuremberg,Mathematics,"Economics, Discrete Optimization, and Mathematics",Higher Education Institute,291084,21/03/2018,12 PhD positions in the MINOA Innovative Training Network (Marie Skłodowska-Curie MSCA-ITN Project 764759),1 month 4 weeks,Expired,1,"Computer science, Engineering, Mathematics › Applied mathematics",Temporary,,H2020 / Marie Skłodowska-Curie Actions
Friedrich-Alexander-University Erlangen-Nuremberg,Mathematics,"Economics, Discrete Optimization, and Mathematics",Higher Education Institute,291084,21/03/2018,12 PhD positions in the MINOA Innovative Training Network (Marie Skłodowska-Curie MSCA-ITN Project 764759),1 month 4 weeks,Expired,1,"Computer science, Engineering, Mathematics › Applied mathematics",Temporary,,H2020 / Marie Skłodowska-Curie Actions
Friedrich-Alexander-University Erlangen-Nuremberg,Mathematics,"Economics, Discrete Optimization, and Mathematics",Higher Education Institute,291084,21/03/2018,12 PhD positions in the MINOA Innovative Training Network (Marie Skłodowska-Curie MSCA-ITN Project 764759),1 month 4 weeks,Expired,1,"Computer science, Engineering, Mathematics › Applied mathematics",Temporary,,H2020 / Marie Skłodowska-Curie Actions
Friedrich-Alexander-University Erlangen-Nuremberg,Mathematics,"Economics, Discrete Optimization, and Mathematics",Higher Education Institute,291084,21/03/2018,12 PhD positions in the MINOA Innovative Training Network (Marie Skłodowska-Curie MSCA-ITN Project 764759),1 month 4 weeks,Expired,1,"Computer science, Engineering, Mathematics › Applied mathematics",Temporary,,H2020 / Marie Skłodowska-Curie Actions
Friedrich-Alexander-University Erlangen-Nuremberg,Mathematics,"Economics, Discrete Optimization, and Mathematics",Higher Education Institute,291084,21/03/2018,12 PhD positions in the MINOA Innovative Training Network (Marie Skłodowska-Curie MSCA-ITN Project 764759),1 month 4 weeks,Expired,1,"Computer science, Engineering, Mathematics › Applied mathematics",Temporary,,H2020 / Marie Skłodowska-Curie Actions
Friedrich-Alexander-University Erlangen-Nuremberg,Mathematics,"Economics, Discrete Optimization, and Mathematics",Higher Education Institute,291084,21/03/2018,12 PhD positions in the MINOA Innovative Training Network (Marie Skłodowska-Curie MSCA-ITN Project 764759),1 month 4 weeks,Expired,1,"Computer science, Engineering, Mathematics › Applied mathematics",Temporary,,H2020 / Marie Skłodowska-Curie Actions
Friedrich-Alexander-University Erlangen-Nuremberg,Mathematics,"Economics, Discrete Optimization, and Mathematics",Higher Education Institute,291084,21/03/2018,12 PhD positions in the MINOA Innovative Training Network (Marie Skłodowska-Curie MSCA-ITN Project 764759),1 month 4 weeks,Expired,1,"Computer science, Engineering, Mathematics › Applied mathematics",Temporary,,H2020 / Marie Skłodowska-Curie Actions
Friedrich-Alexander-University Erlangen-Nuremberg,Mathematics,"Economics, Discrete Optimization, and Mathematics",Higher Education Institute,291084,21/03/2018,12 PhD positions in the MINOA Innovative Training Network (Marie Skłodowska-Curie MSCA-ITN Project 764759),1 month 4 weeks,Expired,1,"Computer science, Engineering, Mathematics › Applied mathematics",Temporary,,H2020 / Marie Skłodowska-Curie Actions
Friedrich-Alexander-University Erlangen-Nuremberg,Mathematics,"Economics, Discrete Optimization, and Mathematics",Higher Education Institute,291084,21/03/2018,12 PhD positions in the MINOA Innovative Training Network (Marie Skłodowska-Curie MSCA-ITN Project 764759),1 month 4 weeks,Expired,1,"Computer science, Engineering, Mathematics › Applied mathematics",Temporary,,H2020 / Marie Skłodowska-Curie Actions
Friedrich-Alexander-University Erlangen-Nuremberg,Mathematics,"Economics, Discrete Optimization, and Mathematics",Higher Education Institute,291084,21/03/2018,12 PhD positions in the MINOA Innovative Training Network (Marie Skłodowska-Curie MSCA-ITN Project 764759),1 month 4 weeks,Expired,1,"Computer science, Engineering, Mathematics › Applied mathematics",Temporary,,H2020 / Marie Skłodowska-Curie Actions
